frequency,rebalance_date,next_rebalance,ic_pearson,ic_spearman,n_stocks
weekly,2000-07-21,2000-07-28,-0.045436789563427116,-0.046678664604137,3166
weekly,2000-07-28,2000-08-04,0.12925554721504107,0.18951963179757894,3090
weekly,2000-08-04,2000-08-11,0.022945365781152423,0.060375484089468155,3052
weekly,2000-08-11,2000-08-18,0.03234544634355196,0.04227134400721047,3052
weekly,2000-08-18,2000-08-25,-0.0237022800172832,-0.00208393952530451,3062
weekly,2000-08-25,2000-09-01,-0.028209626447500958,0.008244378278671789,3068
weekly,2000-09-01,2000-09-08,-0.11101084278039812,-0.0974268200053841,3117
weekly,2000-09-08,2000-09-15,-0.0070772991334915065,0.002708161713375524,3110
weekly,2000-09-15,2000-09-22,0.044717802780846964,0.007044370662536559,3094
weekly,2000-09-22,2000-09-29,0.01972445712639346,0.07021968709057104,3053
weekly,2000-09-29,2000-10-06,0.022094864464344114,0.02009161583728306,3046
weekly,2000-10-06,2000-10-13,0.09478606577679001,0.10091880440207746,2966
weekly,2000-10-13,2000-10-20,0.045827891855298585,0.0829086533996098,2913
weekly,2000-10-20,2000-10-27,-0.04468636264656037,-0.005603597666742573,2923
weekly,2000-10-27,2000-11-03,0.05978226872840347,0.13615665475176197,2901
weekly,2000-11-03,2000-11-10,-0.14362654913495335,-0.13774162013816685,2918
weekly,2000-11-10,2000-11-17,0.0678921728570427,0.1266762904536313,2858
weekly,2000-11-17,2000-11-24,0.04742217773062487,0.08582329754715504,2835
weekly,2000-11-24,2000-12-01,0.060444941632392404,0.08578630003747091,2746
weekly,2000-12-01,2000-12-08,0.1287071353768436,0.15938639365019153,2705
weekly,2000-12-08,2000-12-15,-0.10519110431169836,-0.11810527008006515,2699
weekly,2000-12-15,2000-12-22,0.14049782916371262,0.21360015405248292,2673
weekly,2000-12-22,2000-12-29,-0.08186713518945524,-0.014519005730746408,2614
weekly,2000-12-29,2001-01-05,-0.19587621366521624,-0.25123737028343524,2645
weekly,2001-01-05,2001-01-12,-0.04788157635493919,-0.04854166659200657,2665
weekly,2001-01-12,2001-01-19,-0.10417039904507067,-0.13515615193885813,2749
weekly,2001-01-19,2001-01-26,-0.005203454515346637,0.028603973637146722,2804
weekly,2001-01-26,2001-02-02,-0.08049059459449166,-0.056638239594953975,2842
weekly,2001-02-02,2001-02-09,-0.02995837575583565,-0.001466818597061961,2819
weekly,2001-02-09,2001-02-16,-0.022740807752118994,0.010703364440895367,2805
weekly,2001-02-16,2001-02-23,0.004008303343219756,-0.004084872331694655,2790
weekly,2001-02-23,2001-03-02,-0.04659718756474116,0.019413610129515056,2752
weekly,2001-03-02,2001-03-09,-0.03613610445262955,-0.0015789760823670023,2737
weekly,2001-03-09,2001-03-16,-0.08941105499038568,-0.13938400535276477,2766
weekly,2001-03-16,2001-03-23,0.04491833370354505,0.03094279762032074,2668
weekly,2001-03-23,2001-03-30,-0.0833100568633304,-0.03304546934697321,2658
weekly,2001-03-30,2001-04-06,0.03556569363500645,0.05488297924414815,2696
weekly,2001-04-06,2001-04-12,0.09654528986692676,0.14016779331659082,2578
weekly,2001-04-12,2001-04-20,0.04520568496456805,0.07633639417482674,2617
weekly,2001-04-20,2001-04-27,-0.0517263508734949,0.012822589875453065,2650
weekly,2001-04-27,2001-05-04,-0.0653671333331057,-0.07370893387089855,2663
weekly,2001-05-04,2001-05-11,-0.18462976810560788,-0.1825440421167431,2711
weekly,2001-05-11,2001-05-18,0.05336582555909586,0.1255326992304239,2710
weekly,2001-05-18,2001-05-25,-0.1996048047860272,-0.20704044995368864,2753
weekly,2001-05-25,2001-06-01,-0.06630404857817439,-0.05448481884724411,2756
weekly,2001-06-01,2001-06-08,-0.07943788498213002,-0.05794131093538936,2762
weekly,2001-06-08,2001-06-15,-0.12188898957210967,-0.13476904888802538,2774
weekly,2001-06-15,2001-06-22,0.03898609927685463,0.04608268177764095,2739
weekly,2001-06-22,2001-06-29,-0.09979560986047302,-0.07163699514889024,2707
weekly,2001-06-29,2001-07-06,-0.05828766674655097,-0.06740016090241378,2761
weekly,2001-07-06,2001-07-13,0.027287000524277384,0.057090411756770654,2706
weekly,2001-07-13,2001-07-20,-0.05838718103018331,-0.026234901058473897,2719
weekly,2001-07-20,2001-07-27,0.03980993389771629,0.0385406965891626,2688
weekly,2001-07-27,2001-08-03,-0.00636649160586699,0.026673221152216046,2674
weekly,2001-08-03,2001-08-10,-0.053205497113723334,-0.07305064708319552,2685
weekly,2001-08-10,2001-08-17,-0.05136525554603478,-0.05009571695814098,2646
weekly,2001-08-17,2001-08-24,0.11133572090546624,0.16659521965943144,2622
weekly,2001-08-24,2001-08-31,-0.12100258557243847,-0.13120047856840786,2623
weekly,2001-08-31,2001-09-07,-0.058647914978712676,-0.07602538037719188,2598
weekly,2001-09-07,2001-09-10,0.06630935985141143,0.05371953783188302,2575
weekly,2001-09-10,2001-09-21,-0.011003444304275398,-0.009728971262048223,2568
weekly,2001-09-21,2001-09-28,-0.02600925914053332,0.017239478281544325,2439
weekly,2001-09-28,2001-10-05,0.07193014660162504,0.14117813576895455,2457
weekly,2001-10-05,2001-10-12,0.039185489707406755,0.0812551776359747,2463
weekly,2001-10-12,2001-10-19,-0.09044991739574462,-0.07757650190327971,2495
weekly,2001-10-19,2001-10-26,-0.00955243154317938,0.04865958297365266,2480
weekly,2001-10-26,2001-11-02,-0.13464315558058385,-0.13937239598976778,2502
weekly,2001-11-02,2001-11-09,0.1102142958819422,0.1650739648223897,2513
weekly,2001-11-09,2001-11-16,0.0010544304139655097,0.048107414188601094,2539
weekly,2001-11-16,2001-11-23,-0.07006611277354144,-0.026317926540157074,2561
weekly,2001-11-23,2001-11-30,-0.08547539470968006,-0.07320582871250478,2516
weekly,2001-11-30,2001-12-07,-0.005204279313632668,0.05321580880157928,2576
weekly,2001-12-07,2001-12-14,-0.14880854310814315,-0.15911238997807056,2613
weekly,2001-12-14,2001-12-21,-0.029990175580215866,0.016004995671637972,2595
weekly,2001-12-21,2001-12-28,-0.006613583316574719,0.05837349258212441,2612
weekly,2001-12-28,2002-01-04,-0.09651162288641676,-0.1006481489899615,2625
weekly,2002-01-04,2002-01-11,-0.16513883333113985,-0.17993771118963606,2664
weekly,2002-01-11,2002-01-18,-0.0452612100718693,-0.04822765014526519,2662
weekly,2002-01-18,2002-01-25,0.07959997868553632,0.13188276073227026,2628
weekly,2002-01-25,2002-02-01,-0.060269928440512724,-0.03756009949639616,2631
weekly,2002-02-01,2002-02-08,0.016475831363333762,0.004474508922257066,2643
weekly,2002-02-08,2002-02-15,0.03898006801010918,0.10130025120173464,2588
weekly,2002-02-15,2002-02-22,-0.021588316936094042,0.01407565326070592,2572
weekly,2002-02-22,2002-03-01,0.12907803007743965,0.18469705910072728,2545
weekly,2002-03-01,2002-03-08,0.00326588003476609,0.021928351078373293,2557
weekly,2002-03-08,2002-03-15,-0.10692077763870068,-0.08905489365704149,2609
weekly,2002-03-15,2002-03-22,-0.15056469490703026,-0.1339599284687501,2628
weekly,2002-03-22,2002-03-28,-0.06981710123227458,-0.030667654773532796,2641
weekly,2002-03-28,2002-04-05,-0.1011088100142556,-0.12114923358597499,2645
weekly,2002-04-05,2002-04-12,-0.11028953251757904,-0.0801687242192519,2608
weekly,2002-04-12,2002-04-19,-0.04259838497376033,-0.03917035258012539,2603
weekly,2002-04-19,2002-04-26,-0.05735160809029702,-0.06681161335959308,2605
weekly,2002-04-26,2002-05-03,-0.08712310521155697,-0.09098338667093195,2577
weekly,2002-05-03,2002-05-10,0.026255845099728548,0.03134845290320236,2558
weekly,2002-05-10,2002-05-17,0.08984819313055363,0.13119540916280253,2520
weekly,2002-05-17,2002-05-24,0.009521035918346675,0.026028048255129138,2544
weekly,2002-05-24,2002-05-31,-0.0834725221444638,-0.1171686230756925,2505
weekly,2002-05-31,2002-06-07,0.03830890393796486,0.04535790864881802,2507
weekly,2002-06-07,2002-06-14,-0.03552484127717755,-0.045455611019834564,2472
weekly,2002-06-14,2002-06-21,-0.11207817530824908,-0.11488930226153268,2440
weekly,2002-06-21,2002-06-28,-0.11201488620671965,-0.1349825860961083,2440
weekly,2002-06-28,2002-07-05,0.12859961007745324,0.13130706993894303,2448
weekly,2002-07-05,2002-07-12,-0.13217614339120975,-0.21154337394658881,2363
weekly,2002-07-12,2002-07-19,-0.06845079086239349,-0.11410740795505003,2369
weekly,2002-07-19,2002-07-26,0.12386215088811713,0.15956543783811736,2312
weekly,2002-07-26,2002-08-02,0.06414831187380514,0.059356706966320505,2257
weekly,2002-08-02,2002-08-09,0.15691963650532506,0.24486322111555445,2225
weekly,2002-08-09,2002-08-16,0.11448248284147516,0.1528331633797524,2238
weekly,2002-08-16,2002-08-23,-0.021932776584220055,0.010225743734878863,2248
weekly,2002-08-23,2002-08-30,-0.06428915135612029,-0.08129213395571146,2271
weekly,2002-08-30,2002-09-06,0.006739575522595002,0.008855801553931208,2251
weekly,2002-09-06,2002-09-13,-0.012832486155603014,0.001639425000261876,2244
weekly,2002-09-13,2002-09-20,-0.04961820195394228,-0.08423241630635284,2216
weekly,2002-09-20,2002-09-27,0.034896266849409815,0.0371674477468551,2174
weekly,2002-09-27,2002-10-04,-0.0705320478585201,-0.11463763611196508,2145
weekly,2002-10-04,2002-10-11,0.2572931889485505,0.3242691439228264,2109
weekly,2002-10-11,2002-10-18,-0.012631395798720546,0.05614873792692582,2097
weekly,2002-10-18,2002-10-25,-0.013896606329422393,-0.02000868122503278,2155
weekly,2002-10-25,2002-11-01,-0.07394946044688067,-0.0651770303410066,2179
weekly,2002-11-01,2002-11-08,-0.13049036063104846,-0.13196007246337332,2199
weekly,2002-11-08,2002-11-15,0.08706505869733135,0.14577197150339702,2216
weekly,2002-11-15,2002-11-22,0.007075110745231043,0.042330084394492755,2217
weekly,2002-11-22,2002-11-29,-0.1167158723649594,-0.10845302605141868,2243
weekly,2002-11-29,2002-12-06,-0.08264806739641171,-0.09372120403551278,2257
weekly,2002-12-06,2002-12-13,-0.020498980244362797,-0.03491954882680227,2240
weekly,2002-12-13,2002-12-20,0.032611842700528575,0.0577569253453291,2229
weekly,2002-12-20,2002-12-27,-0.16591455237886107,-0.1918176120067886,2234
weekly,2002-12-27,2003-01-03,0.17756651815225372,0.23072946039564796,2232
weekly,2003-01-03,2003-01-10,-0.010100491531407548,0.010867745952668489,2238
weekly,2003-01-10,2003-01-17,-0.10458972462640032,-0.11187071479891146,2265
weekly,2003-01-17,2003-01-24,-0.03755357258075443,-0.07066989662992035,2247
weekly,2003-01-24,2003-01-31,0.02536058485205053,0.04269647543000129,2219
weekly,2003-01-31,2003-02-07,-0.03601597858621644,-0.04597276856284772,2210
weekly,2003-02-07,2003-02-14,0.050511360144228835,0.052431491991887874,2184
weekly,2003-02-14,2003-02-21,0.03041415334626173,0.1013411115202075,2184
weekly,2003-02-21,2003-02-28,0.0234199392708125,0.03857652248102442,2201
weekly,2003-02-28,2003-03-07,-0.004141319553442144,-0.008841891038510487,2192
weekly,2003-03-07,2003-03-14,0.041687673323819105,0.0624346355096246,2152
weekly,2003-03-14,2003-03-21,0.168585267552522,0.23518416100424144,2166
weekly,2003-03-21,2003-03-28,-0.18225565567014942,-0.19888837022330003,2209
weekly,2003-03-28,2003-04-04,-0.07257551086181713,-0.028791777688981692,2174
weekly,2003-04-04,2003-04-11,-0.06839214394230544,-0.07226431335460443,2192
weekly,2003-04-11,2003-04-17,0.08304261383694826,0.1425618976756818,2189
weekly,2003-04-17,2003-04-25,-0.047280801393486276,-0.057361944040466475,2210
weekly,2003-04-25,2003-05-02,-0.00684445886820345,0.02852431153787161,2220
weekly,2003-05-02,2003-05-09,-0.11528641493106905,-0.09524498734421874,2283
weekly,2003-05-09,2003-05-16,0.05929885943825962,0.11328918752154316,2290
weekly,2003-05-16,2003-05-23,-0.04272059708311054,-0.0280124487005767,2303
weekly,2003-05-23,2003-05-30,-0.05599106053508819,-0.02803874328670282,2298
weekly,2003-05-30,2003-06-06,-0.042886854494374786,0.0036604682747498752,2344
weekly,2003-06-06,2003-06-13,-0.07762514147513465,-0.06354388737084102,2372
weekly,2003-06-13,2003-06-20,-0.026473234312329678,-0.027396705423299333,2366
weekly,2003-06-20,2003-06-27,-0.13930570806716192,-0.13331065904929001,2383
weekly,2003-06-27,2003-07-03,-0.11033368910262811,-0.08378953610700463,2362
weekly,2003-07-03,2003-07-11,-0.170217039082811,-0.16034631761234722,2373
weekly,2003-07-11,2003-07-18,0.01152449365999718,0.028035388806877625,2430
weekly,2003-07-18,2003-07-25,-0.02943724071165726,-0.003247480155254632,2407
weekly,2003-07-25,2003-08-01,-0.08161991751892926,-0.09254003905431464,2415
weekly,2003-08-01,2003-08-08,0.06632710340126732,0.07871462889742857,2410
weekly,2003-08-08,2003-08-15,-0.05065855386110502,-0.023320723338151737,2377
weekly,2003-08-15,2003-08-22,-0.07024525949208378,-0.035402879974047105,2352
weekly,2003-08-22,2003-08-29,-0.01235314132413387,0.06475809501657022,2389
weekly,2003-08-29,2003-09-05,-0.12511452287678826,-0.1178611336503948,2403
weekly,2003-09-05,2003-09-12,-0.12447579505209763,-0.12399712942708306,2420
weekly,2003-09-12,2003-09-19,-0.08430218755800886,-0.01634588697673744,2436
weekly,2003-09-19,2003-09-26,0.025198187385594532,0.006839088011152084,2494
weekly,2003-09-26,2003-10-03,-0.005576144733839154,0.03143618523290429,2440
weekly,2003-10-03,2003-10-10,-0.09861850834336586,-0.030422694416855023,2474
weekly,2003-10-10,2003-10-17,-0.13446071691631856,-0.13820367303404657,2498
weekly,2003-10-17,2003-10-24,0.08381511414270026,0.1311183229886786,2502
weekly,2003-10-24,2003-10-31,-0.06017753175101869,-0.01553118060160816,2484
weekly,2003-10-31,2003-11-07,-0.12238796535246074,-0.1036432279189587,2508
weekly,2003-11-07,2003-11-14,0.04014998850133259,0.06095373167615754,2517
weekly,2003-11-14,2003-11-21,-0.028958430713521787,-0.042867879000046114,2505
weekly,2003-11-21,2003-11-28,-0.05862920975462253,0.024463467374905762,2479
weekly,2003-11-28,2003-12-05,-0.026449670932338187,0.007968482422995731,2484
weekly,2003-12-05,2003-12-12,0.03667957057149038,0.0364642790059701,2501
weekly,2003-12-12,2003-12-19,0.04460623712545685,0.09551562755374761,2482
weekly,2003-12-19,2003-12-26,-0.08921525964325357,-0.04280811193155095,2477
weekly,2003-12-26,2004-01-02,-0.12331307888034387,-0.10192898747657637,2490
weekly,2004-01-02,2004-01-09,-0.11705944430004857,-0.08909128942475998,2508
weekly,2004-01-09,2004-01-16,-0.10097123690538046,-0.09235545783079097,2548
weekly,2004-01-16,2004-01-23,-0.0906151584573059,-0.07158225178420176,2561
weekly,2004-01-23,2004-01-30,0.012287406774005813,0.036026931519076426,2559
weekly,2004-01-30,2004-02-06,0.11337385246020515,0.12314512098404212,2542
weekly,2004-02-06,2004-02-13,-0.039141009197925944,-0.006196165822027278,2529
weekly,2004-02-13,2004-02-20,0.005158782994246496,0.02691296625109274,2528
weekly,2004-02-20,2004-02-27,-0.04274533947797478,0.01767250153442725,2526
weekly,2004-02-27,2004-03-05,-0.07279135589211184,-0.006883378351600778,2537
weekly,2004-03-05,2004-03-12,0.02697314657955001,-0.005461166585768329,2552
weekly,2004-03-12,2004-03-19,0.054865582230170136,0.102109523182141,2532
weekly,2004-03-19,2004-03-26,0.013399890964556672,0.04084205278447854,2534
weekly,2004-03-26,2004-04-02,-0.13747044941610692,-0.10055345635520363,2526
weekly,2004-04-02,2004-04-08,-0.10060262655384496,-0.044920875901324334,2551
weekly,2004-04-08,2004-04-16,0.07764644296920169,0.09167354985062477,2549
weekly,2004-04-16,2004-04-23,0.03395045507563081,0.030841978716778674,2542
weekly,2004-04-23,2004-04-30,0.14100426353869036,0.1336057555173204,2540
weekly,2004-04-30,2004-05-07,0.025322351362448266,0.04025745930400297,2498
weekly,2004-05-07,2004-05-14,0.10419762554869004,0.1270850308724305,2483
weekly,2004-05-14,2004-05-21,-0.01767433262586034,-0.01902513960716162,2463
weekly,2004-05-21,2004-05-28,-0.05301904829665093,0.03828450599012208,2470
weekly,2004-05-28,2004-06-04,-0.044091591101673024,-0.03587463600624949,2505
weekly,2004-06-04,2004-06-10,0.06845826945863635,0.08732140073736894,2510
weekly,2004-06-10,2004-06-18,0.028971954891396583,0.05718172324593661,2505
weekly,2004-06-18,2004-06-25,-0.006580996291856706,0.020415665024031977,2501
weekly,2004-06-25,2004-07-02,-0.11218700858352075,-0.10034358598879076,2523
weekly,2004-07-02,2004-07-09,0.1315746949265319,0.1738259061066285,2508
weekly,2004-07-09,2004-07-16,0.08386183715206043,0.10470732302226568,2489
weekly,2004-07-16,2004-07-23,0.06867165743786172,0.09131237054703624,2474
weekly,2004-07-23,2004-07-30,-0.017881350377542963,0.0006013221372489158,2446
weekly,2004-07-30,2004-08-06,0.10501436455119446,0.07536855660388744,2462
weekly,2004-08-06,2004-08-13,0.06412332312734621,0.07352677153120292,2405
weekly,2004-08-13,2004-08-20,-0.08116769982848134,-0.0342347699974547,2393
weekly,2004-08-20,2004-08-27,-0.024211996178851183,0.0497511241094731,2433
weekly,2004-08-27,2004-09-03,-0.008333187927536243,0.034435923281808375,2448
weekly,2004-09-03,2004-09-10,-0.08102907744681591,-0.07904650167002021,2441
weekly,2004-09-10,2004-09-17,-0.049023887282351394,0.009646585920123433,2464
weekly,2004-09-17,2004-09-24,0.004609902385012227,0.027540742682464633,2469
weekly,2004-09-24,2004-10-01,-0.02275388307450083,0.004372824000301511,2453
weekly,2004-10-01,2004-10-08,-0.024401130513350373,-0.01004230689444362,2478
weekly,2004-10-08,2004-10-15,0.016366282659749678,0.00024115149850680332,2474
weekly,2004-10-15,2004-10-22,0.03189531233271228,0.042502787771814474,2452
weekly,2004-10-22,2004-10-29,0.059286175168236345,0.11354334665613983,2451
weekly,2004-10-29,2004-11-05,0.03327921539292589,0.08239940641143034,2467
weekly,2004-11-05,2004-11-12,-0.09242988693728649,-0.06158597068036753,2479
weekly,2004-11-12,2004-11-19,-0.13407161730639675,-0.12851786527303408,2484
weekly,2004-11-19,2004-11-26,-0.07815276785201926,0.003909617099575383,2488
weekly,2004-11-26,2004-12-03,-0.07138709590400662,-0.06631725410786372,2481
weekly,2004-12-03,2004-12-10,0.004798730280180069,0.042058441784312756,2482
weekly,2004-12-10,2004-12-17,-0.12094921582312519,-0.09476365233093186,2478
weekly,2004-12-17,2004-12-23,-0.01951003830393121,0.04966433836258304,2489
weekly,2004-12-23,2004-12-31,-0.1709804543937654,-0.09762171455061502,2490
weekly,2004-12-31,2005-01-07,0.1671677521668858,0.15982656697687536,2503
weekly,2005-01-07,2005-01-14,0.059809685065344294,0.08523587098496972,2479
weekly,2005-01-14,2005-01-21,-0.0011127800078742434,0.012525245184629453,2468
weekly,2005-01-21,2005-01-28,0.03506683496851153,0.045079557041594144,2466
weekly,2005-01-28,2005-02-04,-0.06217295185233571,-0.01668276902490226,2458
weekly,2005-02-04,2005-02-11,0.05018691694434282,0.08876377506974015,2478
weekly,2005-02-11,2005-02-18,0.04045126389180262,0.0623832469175004,2484
weekly,2005-02-18,2005-02-25,0.08600410898536107,0.1382754817925386,2499
weekly,2005-02-25,2005-03-04,0.0033143438924505366,0.04508386114462647,2501
weekly,2005-03-04,2005-03-11,0.08149993329610175,0.13207496585121936,2502
weekly,2005-03-11,2005-03-18,0.0007359355128649157,0.02655173513537768,2490
weekly,2005-03-18,2005-03-24,-0.021253101419733123,-0.005576665548105056,2475
weekly,2005-03-24,2005-04-01,0.0904514049898226,0.10119658566438182,2475
weekly,2005-04-01,2005-04-08,0.027906003146937447,0.0628639735081142,2467
weekly,2005-04-08,2005-04-15,0.11424475511460852,0.059321749279305884,2450
weekly,2005-04-15,2005-04-22,0.01820503215742481,0.046575974580387126,2413
weekly,2005-04-22,2005-04-29,0.11503443585238296,0.13764075177137286,2420
weekly,2005-04-29,2005-05-06,-0.05665264340003704,-0.02872131048011178,2403
weekly,2005-05-06,2005-05-13,0.003848396693777098,0.015649328209173634,2430
weekly,2005-05-13,2005-05-20,0.020638676353839938,0.0722311687301991,2433
weekly,2005-05-20,2005-05-27,-0.07961860287845492,-0.025398245892923145,2449
weekly,2005-05-27,2005-06-03,-0.04995539742575005,-0.02912927747716751,2459
weekly,2005-06-03,2005-06-10,-0.06681834612298854,-0.0484736477765062,2468
weekly,2005-06-10,2005-06-17,-0.039157969306468934,-0.008092397409670573,2471
weekly,2005-06-17,2005-06-24,-0.018377657674894157,-0.05325913715782472,2482
weekly,2005-06-24,2005-07-01,-0.011993903170947106,-0.0024174903055264292,2480
weekly,2005-07-01,2005-07-08,-0.11725477832650662,-0.08091545137716416,2483
weekly,2005-07-08,2005-07-15,-0.02612929777165754,0.011346333452721988,2504
weekly,2005-07-15,2005-07-22,-0.11491613712927226,-0.12754013962104196,2519
weekly,2005-07-22,2005-07-29,-0.01807220600921478,0.012667983988303254,2532
weekly,2005-07-29,2005-08-05,0.008165835340376341,0.045737516035682095,2523
weekly,2005-08-05,2005-08-12,0.11500614693329374,0.14605235885600404,2516
weekly,2005-08-12,2005-08-19,0.0009434854857967368,-0.005555345552634474,2505
weekly,2005-08-19,2005-08-26,-0.07421152067822764,-0.07863161140721904,2495
weekly,2005-08-26,2005-09-02,-0.041365577121839456,-0.027765769904160225,2500
weekly,2005-09-02,2005-09-09,0.021587376666205565,0.06260887087709224,2496
weekly,2005-09-09,2005-09-16,-0.035567254637758915,-0.035490560090160495,2503
weekly,2005-09-16,2005-09-23,0.027782583786060473,0.031694018672960206,2502
weekly,2005-09-23,2005-09-30,0.059922366294006234,0.07859932461453054,2488
weekly,2005-09-30,2005-10-07,-0.01830952988546733,-0.0460265435318209,2485
weekly,2005-10-07,2005-10-14,0.056234660284899686,0.03129478934905034,2466
weekly,2005-10-14,2005-10-21,-0.052598616678650165,-0.04665092868715515,2442
weekly,2005-10-21,2005-10-28,0.07463375673800535,0.10688926802113001,2447
weekly,2005-10-28,2005-11-04,-0.02849503258233585,0.010295126953947943,2439
weekly,2005-11-04,2005-11-11,-0.01502150355464807,0.008418719037699822,2446
weekly,2005-11-11,2005-11-18,0.08739320012752468,0.1319458949626109,2450
weekly,2005-11-18,2005-11-25,0.002833528445480844,0.04848238076141614,2450
weekly,2005-11-25,2005-12-02,-0.06228348966904682,-0.04768501755135623,2459
weekly,2005-12-02,2005-12-09,-0.07310284537505947,-0.03514630684664947,2456
weekly,2005-12-09,2005-12-16,0.06784066989817679,0.12083067239471752,2458
weekly,2005-12-16,2005-12-23,-0.01073021773124842,0.02060902313579874,2462
weekly,2005-12-23,2005-12-30,-0.046707986379564526,-0.029877052181330455,2471
weekly,2005-12-30,2006-01-06,-0.007420633736832187,0.02500499884841756,2464
weekly,2006-01-06,2006-01-13,-0.1493224742741938,-0.12303169814888841,2479
weekly,2006-01-13,2006-01-20,-0.08745048794220742,-0.08100789224717689,2478
weekly,2006-01-20,2006-01-27,-0.10548139837185613,-0.10864866876331117,2480
weekly,2006-01-27,2006-02-03,-0.07940026690604048,-0.06104812099228555,2487
weekly,2006-02-03,2006-02-10,0.05423206737096407,0.06531689201099727,2475
weekly,2006-02-10,2006-02-17,-0.006273358189537781,-0.0027099351912632185,2478
weekly,2006-02-17,2006-02-24,-0.01722088123002122,0.029646858469736387,2489
weekly,2006-02-24,2006-03-03,-0.02159844689079373,0.0193968212835471,2503
weekly,2006-03-03,2006-03-10,0.04037689923815842,0.020982022429176947,2506
weekly,2006-03-10,2006-03-17,0.047517888006965235,0.08958175964361564,2498
weekly,2006-03-17,2006-03-24,-0.13210270454712833,-0.14148146473702666,2510
weekly,2006-03-24,2006-03-31,-0.13567500473582073,-0.15388356081620375,2513
weekly,2006-03-31,2006-04-07,0.09232550635917135,0.1530422637810219,2527
weekly,2006-04-07,2006-04-13,-0.03333762053452732,-0.038246684163029857,2514
weekly,2006-04-13,2006-04-21,-0.012916167964968178,0.02576577718872014,2511
weekly,2006-04-21,2006-04-28,-0.02863094126476601,-0.006495545312743163,2519
weekly,2006-04-28,2006-05-05,0.029365709780450725,0.07039595561813382,2522
weekly,2006-05-05,2006-05-12,0.11404302919415855,0.14928251459630557,2533
weekly,2006-05-12,2006-05-19,0.0455371594241686,0.010598202439162086,2504
weekly,2006-05-19,2006-05-26,0.013643908502611862,0.03373581396398551,2490
weekly,2006-05-26,2006-06-02,-0.04029108092715808,0.017361574844422165,2493
weekly,2006-06-02,2006-06-09,0.006767546298088029,0.0014424817151723716,2504
weekly,2006-06-09,2006-06-16,0.19301653505146424,0.21310362089643503,2482
weekly,2006-06-16,2006-06-23,-0.004440760322287481,0.03224766319842569,2467
weekly,2006-06-23,2006-06-30,-0.037558724723913355,-0.030560757849961036,2466
weekly,2006-06-30,2006-07-07,-0.04515097404231307,-0.03366886116839247,2488
weekly,2006-07-07,2006-07-14,0.10754859356517579,0.10203064301835091,2483
weekly,2006-07-14,2006-07-21,0.05414699789397209,0.06256500896839534,2461
weekly,2006-07-21,2006-07-28,0.013554221306450216,0.034381127338068945,2438
weekly,2006-07-28,2006-08-04,0.004545879365324056,0.05292605722319289,2450
weekly,2006-08-04,2006-08-11,0.14672590880479386,0.1513678093548343,2458
weekly,2006-08-11,2006-08-18,-0.026213551553505625,-0.016247551728065086,2430
weekly,2006-08-18,2006-08-25,-0.06356067226763844,-0.04861109451611323,2449
weekly,2006-08-25,2006-09-01,-0.10658750795266371,-0.09261657324520176,2453
weekly,2006-09-01,2006-09-08,-0.007763358583799545,-0.001257578223597398,2469
weekly,2006-09-08,2006-09-15,-0.032843322671783894,-0.019256191456870134,2452
weekly,2006-09-15,2006-09-22,0.018257777571217076,0.023081837981566027,2466
weekly,2006-09-22,2006-09-29,0.029923117198007398,0.09191672817699299,2458
weekly,2006-09-29,2006-10-06,-0.03443718254204356,-0.010529401381659162,2472
weekly,2006-10-06,2006-10-13,-0.1345221107481249,-0.13446858652103916,2482
weekly,2006-10-13,2006-10-20,-0.039291683584768096,-0.044987071807162576,2498
weekly,2006-10-20,2006-10-27,0.042505969058210316,0.061224723454555076,2493
weekly,2006-10-27,2006-11-03,0.05930790832185492,0.08025790362891895,2482
weekly,2006-11-03,2006-11-10,-0.013315987585615092,0.015251192197999695,2476
weekly,2006-11-10,2006-11-17,-0.01801247368495155,-0.023443143993481613,2471
weekly,2006-11-17,2006-11-24,-0.02286386138345985,0.031009251791505814,2490
weekly,2006-11-24,2006-12-01,0.034468289654035915,0.06750900430660663,2498
weekly,2006-12-01,2006-12-08,-0.07778437038097664,-0.03371067384157537,2492
weekly,2006-12-08,2006-12-15,0.021384962369954446,0.031886425414212424,2492
weekly,2006-12-15,2006-12-22,-0.06975759898719605,-0.0963092330363419,2486
weekly,2006-12-22,2006-12-29,-0.12127956443640275,-0.12131227906966874,2476
weekly,2006-12-29,2007-01-05,0.07346226261061385,0.09957259718881305,2474
weekly,2007-01-05,2007-01-12,0.011986276142500247,0.07455274680631128,2466
weekly,2007-01-12,2007-01-19,0.03799074471007994,0.07352420937857286,2478
weekly,2007-01-19,2007-01-26,-0.026304081164420946,-0.0020842918384897514,2481
weekly,2007-01-26,2007-02-02,-0.023633093019260584,0.02290503670060625,2479
weekly,2007-02-02,2007-02-09,-0.06949318350636939,-0.023133276506328685,2485
weekly,2007-02-09,2007-02-16,0.03235327539314085,0.09379108593321153,2475
weekly,2007-02-16,2007-02-23,-0.09068708688844651,-0.07347185396666756,2481
weekly,2007-02-23,2007-03-02,0.1050927634843766,0.11137465314219562,2477
weekly,2007-03-02,2007-03-09,0.05081331160155184,0.055648057901938566,2464
weekly,2007-03-09,2007-03-16,0.005768209354312605,-0.010204209347461997,2466
weekly,2007-03-16,2007-03-23,-0.005264773705372268,0.06048233940516772,2473
